date,country,avg_temp,min_temp,max_temp,dewpoint,humidity,precip_mm,rain_mm,snow_mm,snow_depth_cm,pressure_msl,cloud_cover,wind_speed_avg,wind_speed_max,wind_gust_max,wind_dir_mode,shortwave_rad_MJ,vpd,hdd18,cdd18,delta_temp,delta_humidity
2020-07-16,FRA,18.55,16.1,21.1,12.7,69.20833333,0,0,0,0,1015.754167,99.41666667,3.33375,4.38,9,303.8777873,2423,6.578503941,0,0.55,5,3.125
2020-07-17,FRA,20.875,16.3,25.3,12.77916667,61.54166667,0,0,0,0,1017.441667,80.95833333,2.0225,4.7,8.6,337.2974258,4844,9.491416584,0,2.875,9,-7.666666667
2020-07-18,FRA,22.07916667,15.7,28.1,12.8625,60.08333333,0,0,0,0,1015.154167,33.54166667,2.413333333,4.12,8.4,319.8426571,7648,10.60472455,0,4.079166667,12.4,-1.458333333
2020-07-19,FRA,22.23333333,14.2,29.6,11.44583333,54.04166667,0,0,0,0,1012.5875,49,2.082916667,4.6,9.5,342.010599,7525,12.32495717,0,4.233333333,15.4,-6.041666667
2020-07-20,FRA,20.80416667,15.1,26,10.775,56.70833333,0,0,0,0,1014.666667,20.08333333,4.344583333,5.42,10.7,15.327446,7664,10.63782793,0,2.804166667,10.9,2.666666667
2020-07-21,FRA,19.84583333,13.3,25.7,6.2375,44.41666667,0,0,0,0,1018.804167,5.958333333,4.15375,5.28,10.3,34.37462234,8020,12.8734286,0,1.845833333,12.4,-12.29166667
2020-07-22,FRA,19.85,13.3,25.5,6.354166667,43.95833333,0,0,0,0,1018.316667,37.95833333,3.55125,4.92,9.2,24.14120198,7473,12.98293351,0,1.85,12.2,-0.458333333
2020-07-23,FRA,21.025,13.2,27.8,7.175,43.91666667,0,0,0,0,1013.558333,77.25,1.65625,4.38,8.7,14.25306022,6277,13.96938828,0,3.025,14.6,-0.0416666667
2020-07-24,FRA,21.08333333,16.5,24.6,11.7625,55.95833333,1.6,1.6,0,0,1010.791667,48.70833333,3.318333333,4.62,10.4,299.6561162,5711,11.00937795,0,3.083333333,8.1,12.04166667
2020-07-25,FRA,21.2875,15.8,26.7,13.73333333,64,0.4,0.4,0,0,1008.654167,92.79166667,3.65,6.5,12.7,237.1011443,4488,9.112554474,0,3.2875,10.9,8.041666667
2020-07-26,FRA,20.99166667,17.2,25.1,12.32083333,61.625,1.9,1.9,0,0,1009.2875,80.45833333,4.23,5.66,10.8,266.5699749,5374,9.538999073,0,2.991666667,7.9,-2.375
2020-07-27,FRA,23.03333333,15.1,30.7,9.8625,48.83333333,0,0,0,0,1008.366667,12.25,4.607083333,7.66,15,195.1786503,7515,14.40396326,0,5.033333333,15.6,-12.79166667
2020-07-28,FRA,20.91666667,17.7,24.2,11.40416667,56.54166667,0.2,0.2,0,0,1011.454167,56.375,4.712083333,5.71,11.9,287.1073032,6473,10.75291102,0,2.916666667,6.5,7.708333333
2020-07-29,FRA,19.4625,12.1,26.2,8.833333333,54.875,0,0,0,0,1016.341667,22.375,1.68875,3.39,6.8,325.0895585,7343,10.20548234,0,1.4625,14.1,-1.666666667
2020-07-30,FRA,23.3125,13.7,31.7,8.866666667,45.29166667,0,0,0,0,1013.95,0,2.3525,3.41,8.1,63.78091407,7451,15.66288528,0,5.3125,18,-9.583333333
2020-07-31,FRA,28.47083333,19.8,38.4,11.65416667,36.20833333,0,0,0,0,1009.320833,25.91666667,3.142916667,5.98,14.3,156.5675212,5805,24.78179093,0,10.47083333,18.6,-9.083333333
2020-08-01,FRA,24.22916667,19.6,27.7,15.425,59.16666667,0.2,0.2,0,0,1012.1625,51.58333333,3.397083333,4.53,9.4,311.9469123,5441,12.35293503,0,6.229166667,8.1,22.95833333
2020-08-02,FRA,20.79583333,16.8,24.7,10.17916667,52.91666667,0,0,0,0,1013.5375,86.83333333,3.88125,5.22,10.7,314.445857,5842,11.56360399,0,2.795833333,7.9,-6.25
2020-08-03,FRA,18.53333333,14.9,23.2,9.225,56.08333333,0.2,0.2,0,0,1011.520833,71.41666667,3.535,6.32,13.4,307.4921321,4711,9.372816648,0,0.533333333,8.3,3.166666667
2020-08-04,FRA,19.16666667,12.2,25.7,8.779166667,56.625,0,0,0,0,1013.504167,21.20833333,1.83625,3.62,6.9,316.4018191,6698,9.630748965,0,1.166666667,13.5,0.541666667
2020-08-05,FRA,22.5875,13.7,30.1,6.775,39.54166667,0,0,0,0,1011.879167,1.708333333,2.580833333,3.8,9.1,189.7180047,7214,16.56619771,0,4.5875,16.4,-17.08333333
2020-08-06,FRA,25.35833333,15.4,33.6,8.545833333,37.79166667,0,0,0,0,1012.775,14.70833333,1.632083333,2.38,6.8,134.9233505,7105,20.13076621,0,7.358333333,18.2,-1.75
2020-08-07,FRA,27.92083333,18.7,35.8,11.24166667,37.91666667,0,0,0,0,1013.433333,0,2.429583333,3.3,8.3,110.7077437,7092,23.35911199,0,9.920833333,17.1,0.125
2020-08-08,FRA,29.29166667,20.5,36.6,12.74166667,38.75,0,0,0,0,1013.179167,21.16666667,2.600833333,4.18,8.9,83.96557063,6033,24.95135914,0,11.29166667,16.1,0.833333333
2020-08-09,FRA,30.5,23,37.6,13.74583333,38.41666667,0,0,0,0,1010.3375,45.375,2.981666667,5.1,10.4,112.9693784,6061,26.88900348,0,12.5,14.6,-0.333333333
2020-08-10,FRA,28.05,23.2,33,15.67083333,48.625,1,1,0,0,1008.8875,87.04166667,2.272083333,3.89,8.4,63.21882708,4554,19.47599943,0,10.05,9.8,10.20833333
2020-08-11,FRA,28.7,21.5,34.6,15.54166667,46.20833333,0.1,0.1,0,0,1009.420833,54.5,1.137083333,2.8,8.8,294.6889831,5460,21.17645322,0,10.7,13.1,-2.416666667
2020-08-12,FRA,28.39583333,22.9,35.7,15.95833333,50.08333333,1.2,1.2,0,0,1008.470833,44.20833333,2.383333333,4.1,9.4,117.6731021,6095,19.30740738,0,10.39583333,12.8,3.875
2020-08-13,FRA,23.89166667,20.5,28.8,18.25416667,72.5,4,4,0,0,1007.85,59.25,3.490416667,6.3,12.9,186.3493314,5155,8.152566995,0,5.891666667,8.3,22.41666667
2020-08-14,FRA,21.51666667,19.2,25.1,17.95833333,81.08333333,6.3,6.3,0,0,1009.9375,78.375,2.690833333,3.69,8,238.8102447,4415,4.855976533,0,3.516666667,5.9,8.583333333
2020-08-15,FRA,21.775,17.8,26.6,16.81666667,75.83333333,0.7,0.7,0,0,1010.25,47.91666667,1.61125,3.23,5.7,328.5694188,4892,6.302397141,0,3.775,8.8,-5.25
2020-08-16,FRA,21.34583333,18.3,25.7,16.69583333,76.66666667,1.4,1.4,0,0,1006.479167,70.95833333,2.39125,4.22,10.8,180.51263,3923,5.927434055,0,3.345833333,7.4,0.833333333
2020-08-17,FRA,19.45,16.4,23.3,14.75,75.125,4.3,4.3,0,0,1006.275,50.41666667,3.565416667,6,12.3,220.7452328,4383,5.62136693,0,1.45,6.9,-1.541666667
2020-08-18,FRA,20.91666667,15,25.6,13.6625,66.20833333,0.2,0.2,0,0,1007.604167,46.95833333,1.955,3.2,8.1,252.569837,5217,8.361084218,0,2.916666667,10.6,-8.916666667
2020-08-19,FRA,21.1625,17.6,25,17.06666667,78.25,3.1,3.1,0,0,1003.841667,86.20833333,3.484166667,6.74,14.6,173.1280952,2372,5.463464962,0,3.1625,7.4,12.04166667
2020-08-20,FRA,24.95833333,19.3,31.4,17.45833333,66.33333333,0.5,0.5,0,0,1001.458333,66.41666667,3.175833333,4.72,10.2,182.4937421,5110,10.6384113,0,6.958333333,12.1,-11.91666667
2020-08-21,FRA,24.22083333,20.8,27.4,15.05416667,58.625,3,3,0,0,1005.720833,64.375,4.861666667,7.51,15,210.8186778,5284,12.51055212,0,6.220833333,6.6,-7.708333333
2020-08-22,FRA,20.97083333,16.8,24.5,12.69583333,60.66666667,0.2,0.2,0,0,1013.4125,59.33333333,5.56,7.75,15.3,239.3561551,4632,9.76470964,0,2.970833333,7.7,2.041666667
2020-08-23,FRA,18.975,15,22.2,11.4375,63.33333333,0.1,0.1,0,0,1015.954167,55.75,4.163333333,5.52,11.3,275.4186236,4197,8.04455099,0,0.975,7.2,2.666666667
2020-08-24,FRA,18.09166667,13.2,22.2,11.25416667,66.125,0,0,0,0,1014.720833,78.83333333,2.86875,4.9,10.9,255.7763981,3832,7.032163522,0,0.0916666667,9,2.791666667
2020-08-25,FRA,20.55,15.8,28,13.00833333,63.83333333,1.2,1.2,0,0,1006.416667,86.875,5.482916667,10.04,18.9,201.2135698,3292,8.749030424,0,2.55,12.2,-2.291666667
2020-08-26,FRA,19.69583333,16.3,23.7,10.975,58.66666667,0,0,0,0,1012.033333,69.83333333,5.57125,7.24,14.4,266.6850393,4973,9.484408897,0,1.695833333,7.4,-5.166666667
2020-08-27,FRA,18.77916667,13.3,25.3,12.08333333,67.70833333,0.9,0.9,0,0,1010.941667,77.95833333,3.187083333,7.94,16.3,234.8519487,4244,6.998577684,0,0.779166667,12,9.041666667
2020-08-28,FRA,17.31666667,14,21.2,13.2375,78,7,7,0,0,1000.679167,55.33333333,4.203333333,7.4,16.4,240.2432662,4000,4.349309295,0.683333333,0,7.2,10.29166667
2020-08-29,FRA,15.07083333,12.4,18.4,11.55833333,80.20833333,1.1,1.1,0,0,1001.541667,52.29166667,4.155416667,6.04,13.3,270.8675144,3623,3.390586984,2.929166667,0,6,2.208333333
2020-08-30,FRA,15.05416667,12,19.1,12.0375,82.875,4.5,4.5,0,0,1008.154167,68.70833333,4.404583333,6.6,13.4,326.7980052,2780,2.930605299,2.945833333,0,7.1,2.666666667
2020-08-31,FRA,15.775,12.5,19.6,9.5375,69.08333333,0,0,0,0,1015.879167,62.70833333,2.777083333,4.39,8.7,345.1469503,4221,5.541253353,2.225,0,7.1,-13.79166667
2020-09-01,FRA,15.4125,10.4,20.1,9.433333333,70.66666667,0.2,0.2,0,0,1014.708333,41.33333333,2.252916667,3.31,7.9,2.91910348,4096,5.136753547,2.5875,0,9.7,1.583333333
2020-09-02,FRA,15.66666667,9.2,20.8,8.383333333,64.5,0,0,0,0,1015.370833,47.58333333,1.860416667,2.37,6.3,349.1153104,5035,6.318760749,2.333333333,0,11.6,-6.166666667
2020-09-03,FRA,20.44583333,15.1,25.9,10.27916667,53,0,0,0,0,1016.629167,72.58333333,3.051666667,4.47,9.7,221.5827987,4308,11.29691044,0,2.445833333,10.8,-11.5
2020-09-04,FRA,21.6625,17,27.7,13.85416667,63.375,0,0,0,0,1017.633333,30.5,2.284583333,4.34,8,277.8527648,5131,9.485979821,0,3.6625,10.7,10.375
2020-09-05,FRA,17.4875,14.6,20.3,10.9,67.58333333,1.3,1.3,0,0,1017.179167,58.54166667,3.664583333,4.68,10,320.5399916,4008,6.478177275,0.5125,0,5.7,4.208333333
2020-09-06,FRA,15.25416667,12.1,18.2,9.379166667,68.91666667,0.3,0.3,0,0,1017.491667,60.54166667,2.63375,3.74,8.4,303.6583707,3311,5.388148348,2.745833333,0,6.1,1.333333333
2020-09-07,FRA,16.33333333,9.9,22.1,9.158333333,66.5,0,0,0,0,1020.5625,45.375,1.957916667,2.91,6.2,329.8304434,4973,6.222166478,1.666666667,0,12.2,-2.416666667
2020-09-08,FRA,18.78333333,12.9,24.5,12.90416667,70.45833333,0,0,0,0,1022.55,60.375,1.675416667,2.94,6,284.2222482,3281,6.404237156,0,0.783333333,11.6,3.958333333
2020-09-09,FRA,20.72083333,15.7,26.9,14.45,71.20833333,0,0,0,0,1019.558333,39.875,2.544583333,4.36,8.9,309.1823977,4842,7.038633344,0,2.720833333,11.2,0.75
2020-09-10,FRA,20.87916667,17.5,25.2,15.44583333,73.41666667,0.3,0.3,0,0,1016.704167,50.16666667,2.530416667,3.55,7.2,3.922258068,3962,6.562378415,0,2.879166667,7.7,2.208333333
2020-09-11,FRA,20.72083333,16.7,26.1,12.74583333,61.25,0.2,0.2,0,0,1012.829167,42.91666667,1.89875,3.92,7.9,333.003281,4441,9.473124471,0,2.720833333,9.4,-12.16666667
2020-09-12,FRA,17.52083333,12.4,22.7,10.9875,68.5,0,0,0,0,1016.825,4.375,2.57875,3.55,8,323.9403135,5170,6.308248651,0.479166667,0,10.3,7.25
2020-09-13,FRA,19.1,12.1,27.6,10.00416667,61.25,0,0,0,0,1020.654167,14.54166667,1.712916667,2.62,6,77.65439023,5170,8.568166082,0,1.1,15.5,-7.25
2020-09-14,FRA,22.93333333,13.3,33.1,10.9,49.79166667,0,0,0,0,1017.0375,0.125,2.124166667,2.92,7,122.0560607,5098,14.04893989,0,4.933333333,19.8,-11.45833333
2020-09-15,FRA,25.35416667,17,33.4,11.55833333,44.70833333,0,0,0,0,1014.204167,24.54166667,2.400833333,3.35,6.8,186.6767239,4691,17.88808812,0,7.354166667,16.4,-5.083333333
2020-09-16,FRA,23.94583333,17.5,30.6,15.35416667,61.33333333,0.1,0.1,0,0,1015.2,36.5,3.07875,5.2,9.5,339.0895972,4542,11.50035569,0,5.945833333,13.1,16.625
2020-09-17,FRA,21.375,16.9,25.9,10.05416667,51.33333333,0,0,0,0,1018.066667,11,5.079166667,5.49,11.6,35.41727362,4886,12.38504072,0,3.375,9,-10
2020-09-18,FRA,21.3875,14.6,28.2,10.7625,51.75,0,0,0,0,1013.233333,32.91666667,4.005,5.47,11.5,59.66168961,4747,12.28840813,0,3.3875,13.6,0.416666667
2020-09-19,FRA,24.40416667,21.5,28.1,14.54583333,54.95833333,0.2,0.2,0,0,1008.845833,80.41666667,3.167083333,4.48,10.2,132.8898497,2991,13.76957424,0,6.404166667,6.6,3.208333333
2020-09-20,FRA,21.68333333,16.3,27.5,15.2,69.08333333,0,0,0,0,1010.145833,33.70833333,1.850416667,4.17,8.8,60.16181505,4036,8.017705471,0,3.683333333,11.2,14.125
2020-09-21,FRA,19.7625,13,26.4,7.379166667,46.5,0,0,0,0,1010.945833,3.208333333,2.255416667,2.91,6.5,358.7468976,4826,12.32706456,0,1.7625,13.4,-22.58333333
2020-09-22,FRA,18.05416667,10.2,25.7,7.925,56.375,0,0,0,0,1007.454167,1.208333333,1.74375,3.73,6.9,295.6387213,4704,9.034865095,0,0.0541666667,15.5,9.875
2020-09-23,FRA,18.50416667,15.3,22.7,14.1,77.16666667,5.8,5.8,0,0,1002.075,64.66666667,4.264583333,6.3,15,217.702933,3028,4.864260711,0,0.504166667,7.4,20.79166667
2020-09-24,FRA,13.90833333,10.7,17.2,10.35416667,80.08333333,5.3,5.3,0,0,999.1625,69.875,5.51,7.57,16.4,216.5552816,1830,3.164997609,4.091666667,0,6.5,2.916666667
2020-09-25,FRA,11.62916667,9.8,13.5,5.379166667,66,1.6,1.6,0,0,997.8125,61.66666667,7.14875,9.39,18,267.1285117,2884,4.653354451,6.370833333,0,3.7,-14.08333333
2020-09-26,FRA,11.88333333,9.4,14.4,4.333333333,60.875,0.1,0.1,0,0,1004.266667,52.54166667,6.76625,8.06,16.3,301.1824259,3586,5.44545826,6.116666667,0,5,-5.125
2020-09-27,FRA,12.14583333,10.2,13.9,10.15,87.66666667,11.6,11.6,0,0,1001.7125,100,8.11375,10.08,19.1,313.5353124,653,1.746533529,5.854166667,0,3.7,26.79166667
2020-09-28,FRA,13.63333333,12.6,16.1,10.7375,83.83333333,7.6,7.6,0,0,1007.895833,91,4.952916667,6.04,11.4,303.9666592,894,2.523554533,4.366666667,0,3.5,-3.833333333
2020-09-29,FRA,15.72083333,13.2,18.2,13.7125,87.875,1.4,1.4,0,0,1013.333333,97.75,2.7475,4.1,8.1,247.1651688,1144,2.165666211,2.279166667,0,5,4.041666667
2020-09-30,FRA,15.93333333,13,18.9,12.8375,82.58333333,0.4,0.4,0,0,1009.354167,81.79166667,3.0625,5.19,10.3,197.8043337,2199,3.153389286,2.066666667,0,5.9,-5.291666667
2020-10-01,FRA,14.2375,11.2,16.2,10.5375,78.95833333,9.1,9.1,0,0,997.8416667,92.75,4.62875,6.29,14.5,204.3519368,2014,3.415925902,3.7625,0,5,-3.625
2020-10-02,FRA,12.9875,11.6,14.2,11.0875,88.45833333,14.9,14.9,0,0,983.5875,99.91666667,4.074166667,7.29,13.6,152.5291353,794,1.727264269,5.0125,0,2.6,9.5
2020-10-03,FRA,11.80416667,9,14.7,9.283333333,85.29166667,6.6,6.6,0,0,983.8958333,76.25,2.678333333,4.33,11.5,167.4591858,2348,2.036449262,6.195833333,0,5.7,-3.166666667
2020-10-04,FRA,11.5875,8.5,14.3,8.05,79.29166667,2.5,2.5,0,0,988.15,71,6.595,9.06,17.1,214.1712648,2680,2.826411501,6.4125,0,5.8,-6
2020-10-05,FRA,12.275,10.7,14,9.854166667,85.41666667,12.2,12.2,0,0,996.4333333,99.54166667,7.064583333,8.27,15.5,226.2158983,1150,2.082792429,5.725,0,3.3,6.125
2020-10-06,FRA,13.44166667,11.9,15.1,9.529166667,77.58333333,2,2,0,0,1001.241667,78.08333333,6.9175,8.5,16.6,236.2772689,1896,3.45574379,4.558333333,0,3.2,-7.833333333
2020-10-07,FRA,13.96666667,12,16.8,9.025,72.91666667,1,1,0,0,1011.379167,74.66666667,5.33,6.77,13.3,256.391624,2728,4.320198294,4.033333333,0,4.8,-4.666666667
2020-10-08,FRA,16.1125,14.1,18.8,12.18333333,77.875,0.4,0.4,0,0,1014.641667,97.04166667,5.95375,8.27,16.6,222.0054567,1647,4.051958454,1.8875,0,4.7,4.958333333
2020-10-09,FRA,14.99166667,11.9,16.6,11.7625,81.75,4.9,4.9,0,0,1015.775,85.91666667,3.278333333,5.74,10.6,268.524778,1589,3.110587523,3.008333333,0,4.7,3.875
2020-10-10,FRA,11.62916667,8.6,13.9,6.1375,70.20833333,0,0,0,0,1019.875,57.04166667,4.047916667,5.03,10.2,286.8233452,2862,4.077387785,6.370833333,0,5.3,-11.54166667
2020-10-11,FRA,10.7,8.6,14.2,7.2375,80.29166667,0.6,0.6,0,0,1019.308333,35.91666667,3.592916667,5.11,11.2,310.4571031,2800,2.535999134,7.3,0,5.6,10.08333333
2020-10-12,FRA,10.12916667,6.3,14,6.25,78.20833333,0.2,0.2,0,0,1018.120833,62.08333333,2.6025,3.2,7.6,266.5413536,2585,2.699185103,7.870833333,0,7.7,-2.083333333
2020-10-13,FRA,10.40833333,8,12.6,7.683333333,83.75,2.8,2.8,0,0,1006.166667,91.41666667,3.531666667,5.33,10,239.0730159,1554,2.050700939,7.591666667,0,4.6,5.541666667
2020-10-14,FRA,9.316666667,6.5,13.3,6.504166667,83.54166667,2.1,2.1,0,0,1010.195833,79.625,3.738333333,5.88,12.8,30.15436451,2265,1.930320308,8.683333333,0,6.8,-0.208333333
2020-10-15,FRA,9.45,7.3,12.1,5.229166667,75.70833333,0.1,0.1,0,0,1014.945833,85.41666667,4.366666667,6.2,12.2,14.1702826,1762,2.874753159,8.55,0,4.8,-7.833333333
2020-10-16,FRA,9.25,6.3,13.1,5.429166667,78.08333333,0,0,0,0,1017.470833,66.5,3.060833333,4.47,8.8,3.696240997,2260,2.558978199,8.75,0,6.8,2.375
2020-10-17,FRA,10.14583333,8.3,13,6.3,77.45833333,0,0,0,0,1016.795833,81.375,1.957916667,2.76,5.8,28.51287555,1390,2.795199068,7.854166667,0,4.7,-0.625
2020-10-18,FRA,9.616666667,6.9,13.3,6.629166667,82.33333333,0,0,0,0,1019.595833,76.66666667,1.34875,1.84,4.4,272.8406909,1372,2.114299905,8.383333333,0,6.4,4.875
2020-10-19,FRA,9.279166667,4.8,14.3,5.233333333,77.5,0,0,0,0,1015.179167,77.54166667,3.222916667,5.1,9.9,153.5908813,2782,2.632258201,8.720833333,0,9.5,-4.833333333
2020-10-20,FRA,13.0875,9.1,15.7,10.26666667,83.29166667,6.5,6.5,0,0,1004.5125,99.54166667,5.230833333,6.4,11.8,171.9658133,487,2.516885278,4.9125,0,6.6,5.791666667
2020-10-21,FRA,16.87083333,13.2,20.8,12.07916667,74.29166667,4.7,4.7,0,0,999.1958333,72.45833333,6.610833333,11.36,21,186.0107778,1623,4.940948132,1.129166667,0,7.6,-9
2020-10-22,FRA,15.6875,13.6,19.1,13.45,87,1.8,1.8,0,0,1007.529167,67.41666667,3.332916667,5.85,11.4,199.0692381,1827,2.317001424,2.3125,0,5.5,12.70833333
2020-10-23,FRA,14.97083333,13,18.1,12.25416667,84.70833333,0.8,0.8,0,0,1008.104167,68.875,2.674166667,4.49,10.9,220.8238685,2109,2.602865872,3.029166667,0,5.1,-2.291666667
2020-10-24,FRA,13.97916667,11.4,16.5,11.42083333,84.75,0.6,0.6,0,0,1008.816667,74.70833333,6.815833333,9,17.1,203.3327331,1254,2.434578459,4.020833333,0,5.1,0.0416666667
2020-10-25,FRA,12.95833333,11.1,15,9.916666667,81.91666667,9.8,9.8,0,0,999.4,94.75,5.560416667,8.49,15.8,206.3017266,631,2.701095756,5.041666667,0,3.9,-2.833333333
2020-10-26,FRA,10.10416667,7.2,12.9,6.933333333,81.375,0.4,0.4,0,0,999.9791667,38.25,5.265,7.51,15.1,221.2786632,2494,2.303093837,7.895833333,0,5.7,-0.541666667
2020-10-27,FRA,10.23333333,7.6,13.9,8.691666667,90.04166667,4.2,4.2,0,0,1002.058333,71.08333333,6.004166667,8.88,16.5,210.4079887,492,1.242098174,7.766666667,0,6.3,8.666666667
2020-10-28,FRA,12.3375,9.9,14.2,9.620833333,83.70833333,2,2,0,0,1006.029167,74.20833333,6.376666667,8.36,18.5,226.0278024,1481,2.336362011,5.6625,0,4.3,-6.333333333
2020-10-29,FRA,12.5875,10.6,14.3,10.07916667,84.70833333,1.6,1.6,0,0,1014.616667,98.66666667,5.16,6.62,13.1,232.3665958,800,2.229267799,5.4125,0,3.7,1
2020-10-30,FRA,14.425,11.8,16.5,11.475,82.70833333,0,0,0,0,1019.070833,74.95833333,4.509166667,5.81,11.8,221.6235772,1289,2.841421069,3.575,0,4.7,-2
2020-10-31,FRA,13.68333333,9.1,17.9,11.1375,85.29166667,1.6,1.6,0,0,1015.270833,57.54166667,4.523333333,7.26,16.5,191.0086628,2225,2.30339633,4.316666667,0,8.8,2.583333333
2020-11-01,FRA,16.3,13.3,18.7,14.28333333,87.875,4.2,4.2,0,0,1009.7625,99.41666667,6.525416667,9.3,19.9,216.1809689,730,2.247274962,1.7,0,5.4,2.583333333
2020-11-02,FRA,16.62083333,10.9,19.1,13.2875,80.95833333,2.1,2.1,0,0,1009.525,81.29166667,7.0225,8.87,19.7,228.8979988,797,3.602027533,1.379166667,0,8.2,-6.916666667
2020-11-03,FRA,9.141666667,6.7,12,4.920833333,75.58333333,0,0,0,0,1020.3375,48.45833333,3.717083333,5.71,11.3,238.542723,1444,2.830121707,8.858333333,0,5.3,-5.375
2020-11-04,FRA,6.333333333,2.6,11,3.5625,83.16666667,0,0,0,0,1027.6,6.416666667,2.069583333,3.69,7.6,341.7758471,2200,1.610798329,11.66666667,0,8.4,7.583333333
2020-11-05,FRA,6.641666667,3.1,11.5,3.5625,81.79166667,0,0,0,0,1032.1625,1.208333333,3.506666667,5.39,10.5,42.60212411,2422,1.779815013,11.35833333,0,8.4,-1.375
2020-11-06,FRA,7.166666667,3.6,12.2,4.7,84.83333333,0,0,0,0,1024.091667,11.20833333,3.221666667,4.81,9.5,89.59799957,2052,1.536962726,10.83333333,0,8.6,3.041666667
2020-11-07,FRA,11.52916667,7.5,16.7,9.375,87.16666667,0,0,0,0,1016.433333,68.20833333,2.6425,4.75,8.4,135.0526674,2065,1.74483066,6.470833333,0,9.2,2.333333333
2020-11-08,FRA,13.84166667,11.5,17.7,11.4625,85.95833333,0.3,0.3,0,0,1015.641667,69.45833333,2.898333333,4.22,8.6,172.4654326,1299,2.221747212,4.158333333,0,6.2,-1.208333333
2020-11-09,FRA,12.27083333,8.8,17.4,11.01666667,92.54166667,0,0,0,0,1016.870833,64.75,1.9275,2.57,6.1,164.4605033,1948,1.064907575,5.729166667,0,8.6,6.583333333
2020-11-10,FRA,11.9375,9.6,14.5,11.1125,94.66666667,2.3,2.3,0,0,1020.7875,70.16666667,1.619583333,2.63,6.1,220.7488231,1273,0.744956828,6.0625,0,4.9,2.125
2020-11-11,FRA,10.65416667,8.3,13,9.516666667,92.95833333,0.1,0.1,0,0,1019.15,85.66666667,2.496666667,4.88,8.8,187.0486236,738,0.903333439,7.345833333,0,4.7,-1.708333333
2020-11-12,FRA,11.49166667,8.3,14,8,79.79166667,0.7,0.7,0,0,1014.779167,54.16666667,3.842916667,5.77,10.7,211.7072913,1856,2.740729552,6.508333333,0,5.7,-13.16666667
2020-11-13,FRA,12.10416667,8.5,15.3,9.941666667,86.79166667,1.9,1.9,0,0,1013.141667,81.41666667,4.20875,5.69,12.4,190.0859172,1021,1.865316189,5.895833333,0,6.8,7
2020-11-14,FRA,13.10416667,10.7,16.6,9.966666667,82.29166667,1.5,1.5,0,0,1011.395833,71.625,4.58,6.32,12.7,186.393619,1855,2.670429366,4.895833333,0,5.9,-4.5
2020-11-15,FRA,13.75,10.9,15.9,9.8125,77.20833333,4.4,4.4,0,0,1003.329167,80.20833333,7.901666667,10.78,24.1,204.3072289,412,3.584795713,4.25,0,5,-5.083333333
2020-11-16,FRA,11.49166667,10.8,12.4,6.679166667,72.20833333,0,0,0,0,1013.616667,88.29166667,5.684583333,8.94,16.8,236.0412754,948,3.769209507,6.508333333,0,1.6,-5
2020-11-17,FRA,11.57916667,9,13.9,8.708333333,82.83333333,0,0,0,0,1022.3375,91.33333333,3.453333333,4.4,9.1,211.248341,1307,2.341729766,6.420833333,0,4.9,10.625
2020-11-18,FRA,10.95416667,6.7,16.1,8.008333333,83.125,0,0,0,0,1018.766667,27.45833333,3.864583333,5.59,10.2,179.2418412,1844,2.208465253,7.045833333,0,9.4,0.291666667
2020-11-19,FRA,10.15416667,7.5,14.8,6.875,80.33333333,2.1,2.1,0,0,1023.075,45.20833333,5.526666667,8.01,15.9,278.5560638,1442,2.440055479,7.845833333,0,7.3,-2.791666667
2020-11-20,FRA,6.675,3.4,9.1,4.275,85.33333333,0.1,0.1,0,0,1031.708333,74.04166667,1.85625,3.24,6.2,266.6577744,1176,1.436921106,11.325,0,5.7,5
2020-11-21,FRA,6.458333333,3.8,10.2,3.341666667,80.83333333,0,0,0,0,1029.129167,63.625,3.169166667,3.88,7.9,201.4182623,1625,1.849966284,11.54166667,0,6.4,-4.5
2020-11-22,FRA,6.870833333,4,10.5,4.4375,84.79166667,0.4,0.4,0,0,1025.079167,91.29166667,1.95875,3,5.9,212.1049349,1149,1.51019843,11.12916667,0,6.5,3.958333333
2020-11-23,FRA,9.104166667,6.9,12.4,7.525,90.08333333,0,0,0,0,1024.475,83.25,1.625833333,2.16,4.6,224.8203451,636,1.146529775,8.895833333,0,5.5,5.291666667
2020-11-24,FRA,6.2,3.9,9.2,4.616666667,90.25,0,0,0,0,1018.379167,79.33333333,2.57375,3.71,6.8,160.2163787,1122,0.924433131,11.8,0,5.3,0.166666667
2020-11-25,FRA,8.05,5.2,11.9,5.758333333,85.70833333,0,0,0,0,1012.254167,65.875,2.907083333,3.81,7.6,167.0247183,1021,1.538394283,9.95,0,6.7,-4.541666667
2020-11-26,FRA,5.454166667,2.2,11,4.404166667,93.375,0,0,0,0,1015.425,1.041666667,1.640833333,2.69,3.7,106.6682698,1633,0.596485419,12.54583333,0,8.8,7.666666667
2020-11-27,FRA,6.4625,4.2,11,5.704166667,95.125,0,0,0,0,1013.129167,57.125,1.625416667,2.39,4.7,64.96719204,1117,0.470670143,11.5375,0,6.8,1.75
2020-11-28,FRA,5.3875,2.2,11,4.020833333,91.66666667,0,0,0,0,1012.295833,16.5,2.257916667,3.11,5.9,68.99600949,1574,0.746824676,12.6125,0,8.8,-3.458333333
