date,country,category,spend_usd
2019-05-25,DEU,ONLINE,0.0
2019-05-26,DEU,SOCIAL,0.0
2019-05-27,DEU,ONLINE,0.0
2019-05-28,DEU,SOCIAL,0.0
2019-05-29,DEU,ONLINE,0.0
2019-05-30,DEU,SOCIAL,0.0
2019-05-31,DEU,TV,0.0
2019-06-01,DEU,ONLINE,0.0
2019-06-02,DEU,SOCIAL,0.0
2019-06-03,DEU,ONLINE,0.0
2019-06-04,DEU,ONLINE,0.0
2019-06-05,DEU,TV,0.0
2019-06-06,DEU,OOH,0.0
2019-06-07,DEU,TV,0.0
2019-06-08,DEU,ONLINE,0.0
2019-06-09,DEU,ONLINE,0.0
2019-06-10,DEU,OOH,0.0
2019-06-11,DEU,TV,0.0
2019-06-12,DEU,TV,0.0
2019-06-13,DEU,OOH,0.0
2019-06-14,DEU,ONLINE,0.0
2019-06-15,DEU,SOCIAL,0.0
2019-06-16,DEU,ONLINE,0.0
2019-06-17,DEU,OOH,0.0
2019-06-18,DEU,TV,0.0
2019-06-19,DEU,OOH,0.0
2019-06-20,DEU,TV,0.0
2019-06-21,DEU,ONLINE,0.0
2019-06-22,DEU,SOCIAL,50318.75
2019-06-23,DEU,OOH,50318.75
2019-06-24,DEU,OOH,50318.75
2019-06-25,DEU,TV,50318.75
2019-06-26,DEU,SOCIAL,50318.75
2019-06-27,DEU,SOCIAL,50318.75
2019-06-28,DEU,ONLINE,50318.75
2019-06-29,DEU,OOH,50318.75
2019-06-30,DEU,ONLINE,50318.75
2019-07-01,DEU,TV,50318.75
2019-07-02,DEU,SOCIAL,50318.75
2019-07-03,DEU,ONLINE,50318.75
2019-07-04,DEU,SOCIAL,50318.75
2019-07-05,DEU,TV,50318.75
2019-07-06,DEU,OOH,50318.75
2019-07-07,DEU,SOCIAL,50318.75
2019-07-08,DEU,TV,50318.75
2019-07-09,DEU,OOH,50318.75
2019-07-10,DEU,OOH,50318.75
2019-07-11,DEU,SOCIAL,0.0
2019-07-12,DEU,TV,0.0
2019-07-13,DEU,SOCIAL,0.0
2019-07-14,DEU,SOCIAL,0.0
2019-07-15,DEU,TV,0.0
2019-07-16,DEU,ONLINE,55805.08
2019-07-17,DEU,ONLINE,55805.08
2019-07-18,DEU,TV,55805.08
2019-07-19,DEU,TV,55805.08
2019-07-20,DEU,ONLINE,55805.08
2019-07-21,DEU,ONLINE,55805.08
2019-07-22,DEU,TV,55805.08
2019-07-23,DEU,SOCIAL,55805.08
2019-07-24,DEU,SOCIAL,55805.08
2019-07-25,DEU,TV,55805.08
2019-07-26,DEU,ONLINE,55805.08
2019-07-27,DEU,OOH,55805.08
2019-07-28,DEU,OOH,55805.08
2019-07-29,DEU,OOH,55805.08
2019-07-30,DEU,OOH,55805.08
2019-07-31,DEU,SOCIAL,55805.08
2019-08-01,DEU,SOCIAL,55805.08
2019-08-02,DEU,SOCIAL,55805.08
2019-08-03,DEU,TV,55805.08
2019-08-04,DEU,SOCIAL,55805.08
2019-08-05,DEU,SOCIAL,55805.08
2019-08-06,DEU,OOH,55805.08
2019-08-07,DEU,SOCIAL,55805.08
2019-08-08,DEU,TV,0.0
2019-08-09,DEU,ONLINE,0.0
2019-08-10,DEU,TV,0.0
2019-08-11,DEU,SOCIAL,0.0
2019-08-12,DEU,ONLINE,29550.2
2019-08-13,DEU,OOH,29550.2
2019-08-14,DEU,ONLINE,29550.2
2019-08-15,DEU,SOCIAL,29550.2
2019-08-16,DEU,OOH,29550.2
2019-08-17,DEU,TV,29550.2
2019-08-18,DEU,TV,29550.2
2019-08-19,DEU,SOCIAL,29550.2
2019-08-20,DEU,TV,29550.2
2019-08-21,DEU,TV,0.0
2019-08-22,DEU,OOH,0.0
2019-08-23,DEU,OOH,0.0
2019-08-24,DEU,ONLINE,0.0
2019-08-25,DEU,SOCIAL,0.0
2019-08-26,DEU,ONLINE,0.0
2019-08-27,DEU,TV,70166.92
2019-08-28,DEU,TV,70166.92
2019-08-29,DEU,TV,70166.92
2019-08-30,DEU,SOCIAL,70166.92
2019-08-31,DEU,TV,70166.92
2019-09-01,DEU,SOCIAL,70166.92
2019-09-02,DEU,SOCIAL,70166.92
2019-09-03,DEU,SOCIAL,70166.92
2019-09-04,DEU,TV,70166.92
2019-09-05,DEU,TV,70166.92
2019-09-06,DEU,ONLINE,70166.92
2019-09-07,DEU,TV,70166.92
2019-09-08,DEU,OOH,70166.92
2019-09-09,DEU,OOH,70166.92
2019-09-10,DEU,TV,70166.92
2019-09-11,DEU,OOH,70166.92
2019-09-12,DEU,OOH,70166.92
2019-09-13,DEU,ONLINE,0.0
2019-09-14,DEU,TV,31419.12
2019-09-15,DEU,TV,31419.12
2019-09-16,DEU,ONLINE,31419.12
2019-09-17,DEU,SOCIAL,31419.12
2019-09-18,DEU,OOH,31419.12
2019-09-19,DEU,TV,31419.12
2019-09-20,DEU,OOH,31419.12
2019-09-21,DEU,SOCIAL,31419.12
2019-09-22,DEU,TV,31419.12
2019-09-23,DEU,OOH,31419.12
2019-09-24,DEU,TV,31419.12
2019-09-25,DEU,ONLINE,31419.12
2019-09-26,DEU,ONLINE,31419.12
2019-09-27,DEU,OOH,31419.12
2019-09-28,DEU,ONLINE,31419.12
2019-09-29,DEU,TV,31419.12
2019-09-30,DEU,SOCIAL,31419.12
2019-10-01,DEU,TV,0.0
2019-10-02,DEU,OOH,0.0
2019-10-03,DEU,TV,0.0
2019-10-04,DEU,OOH,0.0
2019-10-05,DEU,TV,0.0
2019-10-06,DEU,SOCIAL,0.0
2019-10-07,DEU,TV,27051.09
2019-10-08,DEU,OOH,27051.09
2019-10-09,DEU,SOCIAL,27051.09
2019-10-10,DEU,SOCIAL,27051.09
2019-10-11,DEU,TV,27051.09
2019-10-12,DEU,TV,27051.09
2019-10-13,DEU,OOH,27051.09
2019-10-14,DEU,ONLINE,27051.09
2019-10-15,DEU,SOCIAL,27051.09
2019-10-16,DEU,SOCIAL,27051.09
2019-10-17,DEU,OOH,27051.09
2019-10-18,DEU,SOCIAL,27051.09
2019-10-19,DEU,TV,27051.09
2019-10-20,DEU,SOCIAL,27051.09
2019-10-21,DEU,TV,27051.09
2019-10-22,DEU,OOH,0.0
2019-10-23,DEU,OOH,0.0
2019-10-24,DEU,ONLINE,0.0
2019-10-25,DEU,SOCIAL,0.0
2019-10-26,DEU,OOH,0.0
2019-10-27,DEU,OOH,0.0
2019-10-28,DEU,TV,0.0
2019-10-29,DEU,TV,0.0
2019-10-30,DEU,ONLINE,0.0
2019-10-31,DEU,OOH,31682.26
2019-11-01,DEU,OOH,31682.26
2019-11-02,DEU,SOCIAL,31682.26
2019-11-03,DEU,ONLINE,31682.26
2019-11-04,DEU,SOCIAL,31682.26
2019-11-05,DEU,OOH,31682.26
2019-11-06,DEU,OOH,31682.26
2019-11-07,DEU,OOH,31682.26
2019-11-08,DEU,SOCIAL,31682.26
2019-11-09,DEU,OOH,31682.26
2019-11-10,DEU,ONLINE,31682.26
2019-11-11,DEU,OOH,31682.26
2019-11-12,DEU,OOH,31682.26
2019-11-13,DEU,TV,31682.26
2019-11-14,DEU,SOCIAL,31682.26
2019-11-15,DEU,TV,31682.26
2019-11-16,DEU,TV,31682.26
2019-11-17,DEU,ONLINE,31682.26
2019-11-18,DEU,OOH,31682.26
2019-11-19,DEU,ONLINE,31682.26
2019-11-20,DEU,SOCIAL,31682.26
2019-11-21,DEU,TV,31682.26
2019-11-22,DEU,OOH,31682.26
2019-11-23,DEU,OOH,31682.26
2019-11-24,DEU,OOH,0.0
2019-11-25,DEU,SOCIAL,0.0
2019-11-26,DEU,SOCIAL,0.0
2019-11-27,DEU,SOCIAL,0.0
2019-11-28,DEU,OOH,0.0
2019-11-29,DEU,OOH,0.0
2019-11-30,DEU,ONLINE,0.0
2019-12-01,DEU,TV,0.0
2019-12-02,DEU,ONLINE,0.0
2019-12-03,DEU,TV,0.0
2019-12-04,DEU,ONLINE,27100.66
2019-12-05,DEU,OOH,27100.66
2019-12-06,DEU,TV,27100.66
2019-12-07,DEU,TV,27100.66
2019-12-08,DEU,ONLINE,27100.66
2019-12-09,DEU,SOCIAL,27100.66
2019-12-10,DEU,ONLINE,27100.66
2019-12-11,DEU,OOH,0.0
2019-12-12,DEU,SOCIAL,0.0
2019-12-13,DEU,SOCIAL,0.0
2019-12-14,DEU,ONLINE,0.0
2019-12-15,DEU,ONLINE,0.0
2019-12-16,DEU,ONLINE,0.0
2019-12-17,DEU,TV,0.0
2019-12-18,DEU,SOCIAL,36205.13
2019-12-19,DEU,ONLINE,36205.13
2019-12-20,DEU,ONLINE,36205.13
2019-12-21,DEU,ONLINE,36205.13
2019-12-22,DEU,SOCIAL,36205.13
2019-12-23,DEU,OOH,36205.13
2019-12-24,DEU,TV,36205.13
2019-12-25,DEU,ONLINE,36205.13
2019-12-26,DEU,TV,36205.13
2019-12-27,DEU,SOCIAL,36205.13
2019-12-28,DEU,OOH,36205.13
2019-12-29,DEU,TV,36205.13
2019-12-30,DEU,TV,36205.13
2019-12-31,DEU,OOH,36205.13
2020-01-01,DEU,OOH,36205.13
2020-01-02,DEU,TV,36205.13
2020-01-03,DEU,TV,36205.13
2020-01-04,DEU,SOCIAL,36205.13
2020-01-05,DEU,ONLINE,36205.13
2020-01-06,DEU,ONLINE,36205.13
2020-01-07,DEU,TV,36205.13
2020-01-08,DEU,OOH,36205.13
2020-01-09,DEU,OOH,36205.13
2020-01-10,DEU,ONLINE,36205.13
2020-01-11,DEU,SOCIAL,0.0
2020-01-12,DEU,ONLINE,0.0
2020-01-13,DEU,OOH,0.0
2020-01-14,DEU,TV,0.0
2020-01-15,DEU,SOCIAL,0.0
2020-01-16,DEU,ONLINE,0.0
2020-01-17,DEU,SOCIAL,0.0
2020-01-18,DEU,ONLINE,0.0
2020-01-19,DEU,SOCIAL,0.0
2020-01-20,DEU,SOCIAL,0.0
2020-01-21,DEU,ONLINE,0.0
2020-01-22,DEU,TV,0.0
2020-01-23,DEU,TV,0.0
2020-01-24,DEU,OOH,0.0
2020-01-25,DEU,OOH,0.0
2020-01-26,DEU,ONLINE,0.0
2020-01-27,DEU,OOH,0.0
2020-01-28,DEU,ONLINE,37670.18
2020-01-29,DEU,ONLINE,37670.18
2020-01-30,DEU,ONLINE,37670.18
2020-01-31,DEU,TV,37670.18
2020-02-01,DEU,OOH,37670.18
2020-02-02,DEU,TV,37670.18
2020-02-03,DEU,TV,37670.18
2020-02-04,DEU,OOH,37670.18
2020-02-05,DEU,ONLINE,0.0
2020-02-06,DEU,SOCIAL,0.0
2020-02-07,DEU,TV,0.0
2020-02-08,DEU,ONLINE,0.0
2020-02-09,DEU,SOCIAL,0.0
2020-02-10,DEU,SOCIAL,0.0
2020-02-11,DEU,ONLINE,0.0
2020-02-12,DEU,SOCIAL,0.0
2020-02-13,DEU,ONLINE,0.0
2020-02-14,DEU,ONLINE,0.0
2020-02-15,DEU,ONLINE,0.0
2020-02-16,DEU,ONLINE,0.0
2020-02-17,DEU,SOCIAL,61146.08
2020-02-18,DEU,ONLINE,61146.08
2020-02-19,DEU,TV,61146.08
2020-02-20,DEU,TV,61146.08
2020-02-21,DEU,OOH,61146.08
2020-02-22,DEU,SOCIAL,61146.08
2020-02-23,DEU,ONLINE,61146.08
2020-02-24,DEU,OOH,61146.08
2020-02-25,DEU,ONLINE,61146.08
2020-02-26,DEU,OOH,61146.08
2020-02-27,DEU,SOCIAL,61146.08
2020-02-28,DEU,OOH,61146.08
2020-02-29,DEU,ONLINE,61146.08
2020-03-01,DEU,ONLINE,61146.08
2020-03-02,DEU,ONLINE,61146.08
2020-03-03,DEU,OOH,61146.08
2020-03-04,DEU,TV,61146.08
2020-03-05,DEU,TV,61146.08
2020-03-06,DEU,TV,61146.08
2020-03-07,DEU,OOH,61146.08
2020-03-08,DEU,TV,0.0
2020-03-09,DEU,OOH,0.0
2020-03-10,DEU,SOCIAL,0.0
2020-03-11,DEU,ONLINE,0.0
2020-03-12,DEU,SOCIAL,0.0
2020-03-13,DEU,SOCIAL,19002.8
2020-03-14,DEU,SOCIAL,19002.8
2020-03-15,DEU,TV,19002.8
2020-03-16,DEU,ONLINE,19002.8
2020-03-17,DEU,ONLINE,19002.8
2020-03-18,DEU,TV,19002.8
2020-03-19,DEU,TV,19002.8
2020-03-20,DEU,ONLINE,19002.8
2020-03-21,DEU,TV,19002.8
2020-03-22,DEU,ONLINE,19002.8
2020-03-23,DEU,TV,19002.8
2020-03-24,DEU,SOCIAL,19002.8
2020-03-25,DEU,SOCIAL,0.0
2020-03-26,DEU,SOCIAL,0.0
2020-03-27,DEU,OOH,0.0
2020-03-28,DEU,TV,0.0
2020-03-29,DEU,ONLINE,0.0
2020-03-30,DEU,OOH,0.0
2020-03-31,DEU,SOCIAL,0.0
2020-04-01,DEU,OOH,0.0
2020-04-02,DEU,TV,0.0
2020-04-03,DEU,ONLINE,0.0
2020-04-04,DEU,OOH,0.0
2020-04-05,DEU,TV,0.0
2020-04-06,DEU,OOH,0.0
2020-04-07,DEU,TV,0.0
2020-04-08,DEU,ONLINE,0.0
2020-04-09,DEU,SOCIAL,44560.69
2020-04-10,DEU,SOCIAL,44560.69
2020-04-11,DEU,TV,44560.69
2020-04-12,DEU,SOCIAL,44560.69
2020-04-13,DEU,ONLINE,44560.69
2020-04-14,DEU,OOH,44560.69
2020-04-15,DEU,TV,44560.69
2020-04-16,DEU,SOCIAL,44560.69
2020-04-17,DEU,ONLINE,44560.69
2020-04-18,DEU,TV,44560.69
2020-04-19,DEU,SOCIAL,44560.69
2020-04-20,DEU,OOH,44560.69
2020-04-21,DEU,SOCIAL,44560.69
2020-04-22,DEU,TV,44560.69
2020-04-23,DEU,TV,44560.69
2020-04-24,DEU,OOH,44560.69
2020-04-25,DEU,ONLINE,44560.69
2020-04-26,DEU,OOH,44560.69
2020-04-27,DEU,SOCIAL,44560.69
2020-04-28,DEU,SOCIAL,44560.69
2020-04-29,DEU,OOH,44560.69
2020-04-30,DEU,TV,0.0
2020-05-01,DEU,ONLINE,0.0
2020-05-02,DEU,OOH,0.0
2020-05-03,DEU,ONLINE,0.0
2020-05-04,DEU,SOCIAL,47219.71
2020-05-05,DEU,TV,47219.71
2020-05-06,DEU,OOH,47219.71
2020-05-07,DEU,SOCIAL,47219.71
2020-05-08,DEU,OOH,47219.71
2020-05-09,DEU,TV,47219.71
2020-05-10,DEU,TV,47219.71
2020-05-11,DEU,SOCIAL,47219.71
2020-05-12,DEU,SOCIAL,47219.71
2020-05-13,DEU,OOH,47219.71
2020-05-14,DEU,SOCIAL,47219.71
2020-05-15,DEU,OOH,47219.71
2020-05-16,DEU,SOCIAL,47219.71
2020-05-17,DEU,OOH,47219.71
2020-05-18,DEU,SOCIAL,47219.71
2020-05-19,DEU,OOH,47219.71
2020-05-20,DEU,OOH,47219.71
2020-05-21,DEU,TV,0.0
2020-05-22,DEU,OOH,0.0
2020-05-23,DEU,TV,0.0
2020-05-24,DEU,TV,0.0
2020-05-25,DEU,OOH,0.0
2020-05-26,DEU,TV,0.0
2020-05-27,DEU,ONLINE,0.0
2020-05-28,DEU,OOH,0.0
2020-05-29,DEU,ONLINE,0.0
2020-05-30,DEU,TV,0.0
2020-05-31,DEU,ONLINE,54527.44
2020-06-01,DEU,TV,54527.44
2020-06-02,DEU,OOH,54527.44
2020-06-03,DEU,TV,54527.44
2020-06-04,DEU,TV,54527.44
2020-06-05,DEU,SOCIAL,54527.44
2020-06-06,DEU,TV,54527.44
2020-06-07,DEU,ONLINE,54527.44
2020-06-08,DEU,SOCIAL,54527.44
2020-06-09,DEU,OOH,0.0
2020-06-10,DEU,ONLINE,0.0
2020-06-11,DEU,TV,0.0
2020-06-12,DEU,TV,0.0
2020-06-13,DEU,TV,0.0
2020-06-14,DEU,ONLINE,0.0
2020-06-15,DEU,OOH,0.0
2020-06-16,DEU,ONLINE,0.0
2020-06-17,DEU,TV,0.0
2020-06-18,DEU,ONLINE,0.0
2020-06-19,DEU,SOCIAL,0.0
2020-06-20,DEU,OOH,0.0
2020-06-21,DEU,SOCIAL,0.0
2020-06-22,DEU,SOCIAL,0.0
2020-06-23,DEU,SOCIAL,0.0
2020-06-24,DEU,TV,0.0
2020-06-25,DEU,SOCIAL,0.0
2020-06-26,DEU,SOCIAL,0.0
2020-06-27,DEU,ONLINE,0.0
2020-06-28,DEU,ONLINE,0.0
2020-06-29,DEU,OOH,0.0
2020-06-30,DEU,OOH,0.0
2020-07-01,DEU,OOH,0.0
2020-07-02,DEU,OOH,0.0
2020-07-03,DEU,TV,0.0
2020-07-04,DEU,ONLINE,0.0
2020-07-05,DEU,SOCIAL,0.0
2020-07-06,DEU,SOCIAL,0.0
2020-07-07,DEU,OOH,0.0
2020-07-08,DEU,ONLINE,0.0
2020-07-09,DEU,OOH,0.0
2020-07-10,DEU,TV,0.0
2020-07-11,DEU,SOCIAL,0.0
2020-07-12,DEU,OOH,0.0
2020-07-13,DEU,ONLINE,0.0
2020-07-14,DEU,SOCIAL,0.0
2020-07-15,DEU,SOCIAL,0.0
2020-07-16,DEU,OOH,0.0
2020-07-17,DEU,ONLINE,0.0
2020-07-18,DEU,TV,0.0
2020-07-19,DEU,SOCIAL,0.0
2020-07-20,DEU,ONLINE,0.0
2020-07-21,DEU,ONLINE,0.0
2020-07-22,DEU,OOH,32462.29
2020-07-23,DEU,OOH,32462.29
2020-07-24,DEU,SOCIAL,32462.29
2020-07-25,DEU,SOCIAL,32462.29
2020-07-26,DEU,TV,32462.29
2020-07-27,DEU,ONLINE,32462.29
2020-07-28,DEU,OOH,32462.29
2020-07-29,DEU,TV,32462.29
2020-07-30,DEU,OOH,32462.29
2020-07-31,DEU,SOCIAL,32462.29
2020-08-01,DEU,ONLINE,32462.29
2020-08-02,DEU,SOCIAL,32462.29
2020-08-03,DEU,TV,32462.29
2020-08-04,DEU,SOCIAL,32462.29
2020-08-05,DEU,SOCIAL,32462.29
2020-08-06,DEU,ONLINE,32462.29
2020-08-07,DEU,ONLINE,32462.29
2020-08-08,DEU,OOH,32462.29
2020-08-09,DEU,TV,32462.29
2020-08-10,DEU,SOCIAL,32462.29
2020-08-11,DEU,SOCIAL,0.0
2020-08-12,DEU,ONLINE,0.0
2020-08-13,DEU,ONLINE,0.0
2020-08-14,DEU,TV,0.0
2020-08-15,DEU,ONLINE,44561.95
2020-08-16,DEU,OOH,44561.95
2020-08-17,DEU,ONLINE,44561.95
2020-08-18,DEU,ONLINE,44561.95
2020-08-19,DEU,OOH,44561.95
2020-08-20,DEU,OOH,44561.95
2020-08-21,DEU,SOCIAL,44561.95
2020-08-22,DEU,OOH,44561.95
2020-08-23,DEU,OOH,44561.95
2020-08-24,DEU,TV,44561.95
2020-08-25,DEU,OOH,44561.95
2020-08-26,DEU,OOH,0.0
2020-08-27,DEU,OOH,0.0
2020-08-28,DEU,SOCIAL,59509.03
2020-08-29,DEU,TV,59509.03
2020-08-30,DEU,OOH,59509.03
2020-08-31,DEU,OOH,59509.03
2020-09-01,DEU,TV,59509.03
2020-09-02,DEU,OOH,59509.03
2020-09-03,DEU,ONLINE,59509.03
2020-09-04,DEU,TV,59509.03
2020-09-05,DEU,OOH,59509.03
2020-09-06,DEU,OOH,0.0
2020-09-07,DEU,SOCIAL,0.0
2020-09-08,DEU,ONLINE,0.0
2020-09-09,DEU,ONLINE,0.0
2020-09-10,DEU,OOH,0.0
2020-09-11,DEU,ONLINE,0.0
2020-09-12,DEU,OOH,0.0
2020-09-13,DEU,ONLINE,0.0
2020-09-14,DEU,ONLINE,0.0
2020-09-15,DEU,SOCIAL,0.0
2020-09-16,DEU,TV,32054.61
2020-09-17,DEU,ONLINE,32054.61
2020-09-18,DEU,SOCIAL,32054.61
2020-09-19,DEU,ONLINE,32054.61
2020-09-20,DEU,ONLINE,32054.61
2020-09-21,DEU,OOH,32054.61
2020-09-22,DEU,SOCIAL,32054.61
2020-09-23,DEU,TV,32054.61
2020-09-24,DEU,OOH,32054.61
2020-09-25,DEU,ONLINE,32054.61
2020-09-26,DEU,OOH,32054.61
2020-09-27,DEU,SOCIAL,32054.61
2020-09-28,DEU,ONLINE,32054.61
2020-09-29,DEU,OOH,32054.61
2020-09-30,DEU,ONLINE,32054.61
2020-10-01,DEU,SOCIAL,32054.61
2020-10-02,DEU,SOCIAL,32054.61
2020-10-03,DEU,ONLINE,32054.61
2020-10-04,DEU,TV,32054.61
2020-10-05,DEU,SOCIAL,0.0
2020-10-06,DEU,SOCIAL,0.0
2020-10-07,DEU,ONLINE,0.0
2020-10-08,DEU,ONLINE,0.0
2020-10-09,DEU,OOH,0.0
2020-10-10,DEU,SOCIAL,0.0
2020-10-11,DEU,OOH,0.0
2020-10-12,DEU,ONLINE,0.0
2020-10-13,DEU,ONLINE,0.0
2020-10-14,DEU,ONLINE,0.0
2020-10-15,DEU,OOH,0.0
2020-10-16,DEU,OOH,0.0
2020-10-17,DEU,SOCIAL,0.0
2020-10-18,DEU,TV,0.0
2020-10-19,DEU,TV,53769.67
2020-10-20,DEU,SOCIAL,53769.67
2020-10-21,DEU,OOH,53769.67
2020-10-22,DEU,ONLINE,53769.67
2020-10-23,DEU,SOCIAL,53769.67
2020-10-24,DEU,ONLINE,53769.67
2020-10-25,DEU,ONLINE,53769.67
2020-10-26,DEU,ONLINE,53769.67
2020-10-27,DEU,TV,53769.67
2020-10-28,DEU,OOH,53769.67
2020-10-29,DEU,OOH,53769.67
2020-10-30,DEU,SOCIAL,0.0
2020-10-31,DEU,ONLINE,0.0
2020-11-01,DEU,TV,0.0
2020-11-02,DEU,OOH,0.0
2020-11-03,DEU,SOCIAL,0.0
2020-11-04,DEU,ONLINE,0.0
2020-11-05,DEU,OOH,0.0
2020-11-06,DEU,ONLINE,0.0
2020-11-07,DEU,TV,0.0
2020-11-08,DEU,ONLINE,0.0
2020-11-09,DEU,ONLINE,0.0
2020-11-10,DEU,ONLINE,0.0
2020-11-11,DEU,OOH,0.0
2020-11-12,DEU,TV,0.0
2020-11-13,DEU,SOCIAL,0.0
2020-11-14,DEU,TV,10771.84
2020-11-15,DEU,ONLINE,10771.84
2020-11-16,DEU,TV,10771.84
2020-11-17,DEU,ONLINE,10771.84
2020-11-18,DEU,SOCIAL,10771.84
2020-11-19,DEU,TV,10771.84
2020-11-20,DEU,ONLINE,10771.84
2020-11-21,DEU,OOH,10771.84
2020-11-22,DEU,TV,10771.84
2020-11-23,DEU,OOH,10771.84
2020-11-24,DEU,OOH,10771.84
2020-11-25,DEU,SOCIAL,10771.84
2020-11-26,DEU,OOH,10771.84
2020-11-27,DEU,ONLINE,10771.84
2020-11-28,DEU,SOCIAL,10771.84
2020-11-29,DEU,SOCIAL,0.0
2020-11-30,DEU,OOH,0.0
2020-12-01,DEU,ONLINE,0.0
2020-12-02,DEU,SOCIAL,73081.72
2020-12-03,DEU,OOH,73081.72
2020-12-04,DEU,TV,73081.72
2020-12-05,DEU,ONLINE,73081.72
2020-12-06,DEU,TV,73081.72
2020-12-07,DEU,ONLINE,73081.72
2020-12-08,DEU,OOH,73081.72
2020-12-09,DEU,TV,73081.72
2020-12-10,DEU,OOH,73081.72
2020-12-11,DEU,OOH,73081.72
2020-12-12,DEU,ONLINE,0.0
2020-12-13,DEU,OOH,0.0
2020-12-14,DEU,TV,0.0
2020-12-15,DEU,ONLINE,0.0
2020-12-16,DEU,SOCIAL,0.0
2020-12-17,DEU,ONLINE,0.0
2020-12-18,DEU,TV,0.0
2020-12-19,DEU,SOCIAL,0.0
2020-12-20,DEU,ONLINE,0.0
2020-12-21,DEU,TV,0.0
2020-12-22,DEU,SOCIAL,42575.53
2020-12-23,DEU,OOH,42575.53
2020-12-24,DEU,SOCIAL,42575.53
2020-12-25,DEU,SOCIAL,42575.53
2020-12-26,DEU,OOH,42575.53
2020-12-27,DEU,SOCIAL,42575.53
2020-12-28,DEU,SOCIAL,42575.53
2020-12-29,DEU,SOCIAL,12100.54
2020-12-30,DEU,ONLINE,12100.54
2020-12-31,DEU,TV,12100.54
2021-01-01,DEU,ONLINE,12100.54
2021-01-02,DEU,SOCIAL,12100.54
2021-01-03,DEU,OOH,12100.54
2021-01-04,DEU,SOCIAL,12100.54
2021-01-05,DEU,TV,12100.54
2021-01-06,DEU,TV,12100.54
2021-01-07,DEU,ONLINE,12100.54
2021-01-08,DEU,OOH,12100.54
2021-01-09,DEU,TV,12100.54
2021-01-10,DEU,OOH,12100.54
2021-01-11,DEU,ONLINE,12100.54
2021-01-12,DEU,OOH,12100.54
2021-01-13,DEU,SOCIAL,12100.54
2021-01-14,DEU,ONLINE,12100.54
2021-01-15,DEU,SOCIAL,12100.54
2021-01-16,DEU,ONLINE,0.0
2021-01-17,DEU,TV,0.0
2021-01-18,DEU,TV,0.0
2021-01-19,DEU,TV,0.0
2021-01-20,DEU,ONLINE,0.0
2021-01-21,DEU,TV,32021.21
2021-01-22,DEU,TV,32021.21
2021-01-23,DEU,TV,32021.21
2021-01-24,DEU,TV,32021.21
2021-01-25,DEU,ONLINE,32021.21
2021-01-26,DEU,TV,32021.21
2021-01-27,DEU,ONLINE,32021.21
2021-01-28,DEU,OOH,32021.21
2021-01-29,DEU,TV,0.0
2021-01-30,DEU,TV,0.0
2021-01-31,DEU,OOH,0.0
2021-02-01,DEU,OOH,0.0
2021-02-02,DEU,SOCIAL,0.0
2021-02-03,DEU,TV,0.0
2021-02-04,DEU,ONLINE,0.0
2021-02-05,DEU,TV,0.0
2021-02-06,DEU,OOH,0.0
2021-02-07,DEU,OOH,0.0
2021-02-08,DEU,OOH,0.0
2021-02-09,DEU,SOCIAL,0.0
2021-02-10,DEU,OOH,0.0
2021-02-11,DEU,TV,0.0
2021-02-12,DEU,OOH,0.0
2021-02-13,DEU,TV,0.0
2021-02-14,DEU,TV,0.0
2021-02-15,DEU,OOH,0.0
2021-02-16,DEU,OOH,0.0
2021-02-17,DEU,TV,0.0
2021-02-18,DEU,TV,0.0
2021-02-19,DEU,ONLINE,0.0
2021-02-20,DEU,TV,0.0
2021-02-21,DEU,TV,0.0
2021-02-22,DEU,SOCIAL,0.0
2021-02-23,DEU,SOCIAL,96381.36
2021-02-24,DEU,ONLINE,96381.36
2021-02-25,DEU,ONLINE,96381.36
2021-02-26,DEU,OOH,96381.36
2021-02-27,DEU,OOH,96381.36
2021-02-28,DEU,OOH,96381.36
2021-03-01,DEU,TV,96381.36
2021-03-02,DEU,SOCIAL,96381.36
2021-03-03,DEU,TV,96381.36
2021-03-04,DEU,OOH,96381.36
2021-03-05,DEU,SOCIAL,96381.36
2021-03-06,DEU,TV,96381.36
2021-03-07,DEU,OOH,96381.36
2021-03-08,DEU,SOCIAL,96381.36
2021-03-09,DEU,OOH,0.0
2021-03-10,DEU,SOCIAL,0.0
2021-03-11,DEU,TV,0.0
2021-03-12,DEU,TV,0.0
2021-03-13,DEU,OOH,0.0
2021-03-14,DEU,SOCIAL,0.0
2021-03-15,DEU,SOCIAL,39771.8
2021-03-16,DEU,ONLINE,39771.8
2021-03-17,DEU,TV,39771.8
2021-03-18,DEU,TV,39771.8
2021-03-19,DEU,ONLINE,39771.8
2021-03-20,DEU,OOH,39771.8
2021-03-21,DEU,TV,39771.8
2021-03-22,DEU,TV,39771.8
2021-03-23,DEU,SOCIAL,39771.8
2021-03-24,DEU,SOCIAL,39771.8
2021-03-25,DEU,TV,39771.8
2021-03-26,DEU,SOCIAL,39771.8
2021-03-27,DEU,SOCIAL,39771.8
2021-03-28,DEU,TV,39771.8
2021-03-29,DEU,SOCIAL,39771.8
2021-03-30,DEU,SOCIAL,0.0
2021-03-31,DEU,SOCIAL,0.0
2021-04-01,DEU,ONLINE,0.0
2021-04-02,DEU,SOCIAL,0.0
2021-04-03,DEU,SOCIAL,56495.41
