week,factory,reg_capacity,ot_capacity
2019-06-24,FC_BRA_2,165397,26823
2019-06-24,FC_BRA_3,205240,24562
2019-06-24,FC_BRA_4,203005,27656
2019-06-24,FC_ZAF_1,197812,36428
2019-06-24,FC_ZAF_2,239004,27227
2019-06-24,FC_ZAF_3,231934,34515
2019-06-24,FC_ZAF_4,175479,24275
2019-07-01,FC_USA_1,155601,23777
2019-07-01,FC_USA_2,165157,28575
2019-07-01,FC_USA_3,140421,22486
2019-07-01,FC_USA_4,125315,20655
2019-07-01,FC_DEU_1,203085,36706
2019-07-01,FC_DEU_2,143238,26300
2019-07-01,FC_DEU_3,248385,41779
2019-07-01,FC_DEU_4,230353,25209
2019-07-01,FC_FRA_1,183344,27395
2019-07-01,FC_FRA_2,140463,16180
2019-07-01,FC_FRA_3,161403,20827
2019-07-01,FC_FRA_4,180842,22790
2019-07-01,FC_KOR_1,120521,12280
2019-07-01,FC_KOR_2,177382,30590
2019-07-01,FC_KOR_3,217711,35261
2019-07-01,FC_KOR_4,129937,23296
2019-07-01,FC_JPN_1,198421,20195
2019-07-01,FC_JPN_2,184082,29280
2019-07-01,FC_JPN_3,241569,39839
2019-07-01,FC_JPN_4,229603,42428
2019-07-01,FC_GBR_1,195469,20092
2019-07-01,FC_GBR_2,181553,24944
2019-07-01,FC_GBR_3,234731,46875
2019-07-01,FC_GBR_4,204434,21604
2019-07-01,FC_CAN_1,220212,27804
2019-07-01,FC_CAN_2,189566,25039
2019-07-01,FC_CAN_3,135063,23453
2019-07-01,FC_CAN_4,235272,25180
2019-07-01,FC_AUS_1,161384,19082
2019-07-01,FC_AUS_2,136205,23116
2019-07-01,FC_AUS_3,158959,22945
2019-07-01,FC_AUS_4,163090,16960
2019-07-01,FC_BRA_1,120517,12497
2019-07-01,FC_BRA_2,161441,29783
2019-07-01,FC_BRA_3,163592,24735
2019-07-01,FC_BRA_4,130802,20874
2019-07-01,FC_ZAF_1,137428,14249
2019-07-01,FC_ZAF_2,172535,22417
2019-07-01,FC_ZAF_3,125190,23769
2019-07-01,FC_ZAF_4,239996,35640
2019-07-08,FC_USA_1,139537,23342
2019-07-08,FC_USA_2,209593,37887
2019-07-08,FC_USA_3,177486,28775
2019-07-08,FC_USA_4,241102,46191
2019-07-08,FC_DEU_1,237238,37093
2019-07-08,FC_DEU_2,145170,15284
2019-07-08,FC_DEU_3,229678,23278
2019-07-08,FC_DEU_4,140939,17082
2019-07-08,FC_FRA_1,238680,28723
2019-07-08,FC_FRA_2,193769,36403
2019-07-08,FC_FRA_3,168363,29155
2019-07-08,FC_FRA_4,187217,23893
2019-07-08,FC_KOR_1,224247,35347
2019-07-08,FC_KOR_2,193568,22242
2019-07-08,FC_KOR_3,210978,38584
2019-07-08,FC_KOR_4,133831,26616
2019-07-08,FC_JPN_1,143939,19570
2019-07-08,FC_JPN_2,181764,18742
2019-07-08,FC_JPN_3,161868,20295
2019-07-08,FC_JPN_4,249033,43282
2019-07-08,FC_GBR_1,135235,23767
2019-07-08,FC_GBR_2,232922,24235
2019-07-08,FC_GBR_3,151097,21620
2019-07-08,FC_GBR_4,132528,20311
2019-07-08,FC_CAN_1,131311,15198
2019-07-08,FC_CAN_2,168253,19053
2019-07-08,FC_CAN_3,175673,34287
2019-07-08,FC_CAN_4,188025,35920
2019-07-08,FC_AUS_1,226021,27918
2019-07-08,FC_AUS_2,242718,33898
2019-07-08,FC_AUS_3,168615,31924
2019-07-08,FC_AUS_4,123334,19027
2019-07-08,FC_BRA_1,135897,14478
2019-07-08,FC_BRA_2,225883,26089
2019-07-08,FC_BRA_3,242179,30734
2019-07-08,FC_BRA_4,243042,37381
2019-07-08,FC_ZAF_1,131837,14950
2019-07-08,FC_ZAF_2,215201,26975
2019-07-08,FC_ZAF_3,233935,25871
2019-07-08,FC_ZAF_4,219020,30957
2019-07-15,FC_USA_1,248471,34221
2019-07-15,FC_USA_2,222448,34600
2019-07-15,FC_USA_3,244849,27144
2019-07-15,FC_USA_4,197035,25964
2019-07-15,FC_DEU_1,142509,16806
2019-07-15,FC_DEU_2,216139,32400
2019-07-15,FC_DEU_3,243420,27073
2019-07-15,FC_DEU_4,159575,24517
2019-07-15,FC_FRA_1,170849,31734
2019-07-15,FC_FRA_2,242049,36271
2019-07-15,FC_FRA_3,235158,26977
2019-07-15,FC_FRA_4,248146,27647
2019-07-15,FC_KOR_1,132177,16698
2019-07-15,FC_KOR_2,187043,36631
2019-07-15,FC_KOR_3,196726,29173
2019-07-15,FC_KOR_4,209998,34132
2019-07-15,FC_JPN_1,192545,26495
2019-07-15,FC_JPN_2,208425,34381
2019-07-15,FC_JPN_3,191126,31296
2019-07-15,FC_JPN_4,195518,25438
2019-07-15,FC_GBR_1,194635,29906
2019-07-15,FC_GBR_2,166616,19357
2019-07-15,FC_GBR_3,122059,24035
2019-07-15,FC_GBR_4,183808,20887
2019-07-15,FC_CAN_1,235571,44919
2019-07-15,FC_CAN_2,149554,18027
2019-07-15,FC_CAN_3,193781,25650
2019-07-15,FC_CAN_4,149664,27355
2019-07-15,FC_AUS_1,239905,26344
2019-07-15,FC_AUS_2,137336,27332
2019-07-15,FC_AUS_3,240028,27071
2019-07-15,FC_AUS_4,126758,16037
2019-07-15,FC_BRA_1,243067,36484
2019-07-15,FC_BRA_2,245081,44568
2019-07-15,FC_BRA_3,170749,26954
2019-07-15,FC_BRA_4,200055,20887
2019-07-15,FC_ZAF_1,229222,28906
2019-07-15,FC_ZAF_2,128627,17733
2019-07-15,FC_ZAF_3,137896,16786
2019-07-15,FC_ZAF_4,164448,30108
2019-07-22,FC_USA_1,231153,34715
2019-07-22,FC_USA_2,128332,13053
2019-07-22,FC_USA_3,173990,23532
2019-07-22,FC_USA_4,225026,32854
2019-07-22,FC_DEU_1,162932,23517
2019-07-22,FC_DEU_2,166495,18009
2019-07-22,FC_DEU_3,244035,30058
2019-07-22,FC_DEU_4,174454,22254
2019-07-22,FC_FRA_1,145468,26716
2019-07-22,FC_FRA_2,120739,16705
2019-07-22,FC_FRA_3,165551,29186
2019-07-22,FC_FRA_4,172464,29371
2019-07-22,FC_KOR_1,155631,26671
2019-07-22,FC_KOR_2,177280,23791
2019-07-22,FC_KOR_3,165352,32378
2019-07-22,FC_KOR_4,121054,13831
2019-07-22,FC_JPN_1,137217,22593
2019-07-22,FC_JPN_2,122596,23794
2019-07-22,FC_JPN_3,122530,20109
2019-07-22,FC_JPN_4,218630,37135
2019-07-22,FC_GBR_1,189929,20550
2019-07-22,FC_GBR_2,184521,21078
2019-07-22,FC_GBR_3,234799,44051
2019-07-22,FC_GBR_4,233428,38734
2019-07-22,FC_CAN_1,195524,35347
2019-07-22,FC_CAN_2,235761,25771
2019-07-22,FC_CAN_3,169643,23555
2019-07-22,FC_CAN_4,226576,27473
2019-07-22,FC_AUS_1,154872,27590
2019-07-22,FC_AUS_2,131660,25901
2019-07-22,FC_AUS_3,153052,19053
2019-07-22,FC_AUS_4,176134,25328
2019-07-22,FC_BRA_1,173621,25098
2019-07-22,FC_BRA_2,148427,22930
2019-07-22,FC_BRA_3,228579,38112
2019-07-22,FC_BRA_4,147987,24134
2019-07-22,FC_ZAF_1,161212,29143
2019-07-22,FC_ZAF_2,185893,21560
2019-07-22,FC_ZAF_3,212316,38792
2019-07-22,FC_ZAF_4,152231,22956
2019-07-29,FC_USA_1,190392,21913
2019-07-29,FC_USA_2,171604,22049
2019-07-29,FC_USA_3,203340,20868
2019-07-29,FC_USA_4,138927,17408
2019-07-29,FC_DEU_1,201450,25970
2019-07-29,FC_DEU_2,216495,38247
2019-07-29,FC_DEU_3,204561,31908
2019-07-29,FC_DEU_4,127418,21641
2019-07-29,FC_FRA_1,166741,28921
2019-07-29,FC_FRA_2,214697,36478
2019-07-29,FC_FRA_3,146103,16916
2019-07-29,FC_FRA_4,234571,44916
2019-07-29,FC_KOR_1,225646,40364
2019-07-29,FC_KOR_2,155973,23483
2019-07-29,FC_KOR_3,155975,21732
2019-07-29,FC_KOR_4,184442,24500
2019-07-29,FC_JPN_1,152492,23363
2019-07-29,FC_JPN_2,155024,18090
2019-07-29,FC_JPN_3,160881,25795
2019-07-29,FC_JPN_4,217089,26409
2019-07-29,FC_GBR_1,169311,22009
2019-07-29,FC_GBR_2,245931,40237
2019-07-29,FC_GBR_3,222496,35793
2019-07-29,FC_GBR_4,167564,33287
2019-07-29,FC_CAN_1,164254,19552
2019-07-29,FC_CAN_2,232015,28923
2019-07-29,FC_CAN_3,158386,24283
2019-07-29,FC_CAN_4,213139,26728
2019-07-29,FC_AUS_1,238898,30925
2019-07-29,FC_AUS_2,169274,23240
2019-07-29,FC_AUS_3,127428,16756
2019-07-29,FC_AUS_4,244518,37818
2019-07-29,FC_BRA_1,224025,36130
2019-07-29,FC_BRA_2,222469,23942
2019-07-29,FC_BRA_3,219891,27278
2019-07-29,FC_BRA_4,162696,23303
2019-07-29,FC_ZAF_1,186067,34006
2019-07-29,FC_ZAF_2,199177,30795
2019-07-29,FC_ZAF_3,210060,31801
2019-07-29,FC_ZAF_4,202621,40019
2019-08-05,FC_USA_1,163212,17315
2019-08-05,FC_USA_2,122227,22035
2019-08-05,FC_USA_3,172358,27445
2019-08-05,FC_USA_4,214710,37799
2019-08-05,FC_DEU_1,158114,27161
2019-08-05,FC_DEU_2,164158,31940
2019-08-05,FC_DEU_3,158118,24976
2019-08-05,FC_DEU_4,209414,39270
2019-08-05,FC_FRA_1,156764,28704
2019-08-05,FC_FRA_2,224265,42804
2019-08-05,FC_FRA_3,177082,21292
2019-08-05,FC_FRA_4,162399,30671
2019-08-05,FC_KOR_1,180209,27983
2019-08-05,FC_KOR_2,203007,27398
2019-08-05,FC_KOR_3,201145,29255
2019-08-05,FC_KOR_4,243611,41325
2019-08-05,FC_JPN_1,227675,43676
2019-08-05,FC_JPN_2,238380,34549
2019-08-05,FC_JPN_3,202982,38674
2019-08-05,FC_JPN_4,196490,23423
2019-08-05,FC_GBR_1,135248,16568
2019-08-05,FC_GBR_2,145976,22980
2019-08-05,FC_GBR_3,218569,33781
2019-08-05,FC_GBR_4,248268,30725
2019-08-05,FC_CAN_1,121143,19225
2019-08-05,FC_CAN_2,212311,22551
2019-08-05,FC_CAN_3,131953,26267
2019-08-05,FC_CAN_4,205550,22324
2019-08-05,FC_AUS_1,162428,16801
2019-08-05,FC_AUS_2,129498,17016
2019-08-05,FC_AUS_3,166213,28183
2019-08-05,FC_AUS_4,166870,28855
2019-08-05,FC_BRA_1,214001,36762
2019-08-05,FC_BRA_2,181335,32478
2019-08-05,FC_BRA_3,168013,26553
2019-08-05,FC_BRA_4,149340,24582
2019-08-05,FC_ZAF_1,158310,27930
2019-08-05,FC_ZAF_2,239226,27798
2019-08-05,FC_ZAF_3,225362,36997
2019-08-05,FC_ZAF_4,137379,20357
2019-08-12,FC_USA_1,177369,33895
2019-08-12,FC_USA_2,196985,23320
2019-08-12,FC_USA_3,230799,41179
2019-08-12,FC_USA_4,148300,22330
2019-08-12,FC_DEU_1,137094,17602
2019-08-12,FC_DEU_2,151216,27689
2019-08-12,FC_DEU_3,148227,26321
2019-08-12,FC_DEU_4,226621,23433
2019-08-12,FC_FRA_1,171780,22756
2019-08-12,FC_FRA_2,205318,38997
2019-08-12,FC_FRA_3,153319,27976
2019-08-12,FC_FRA_4,124927,17087
2019-08-12,FC_KOR_1,222323,32412
2019-08-12,FC_KOR_2,238262,42874
2019-08-12,FC_KOR_3,135090,17110
2019-08-12,FC_KOR_4,221642,23216
2019-08-12,FC_JPN_1,186279,36967
2019-08-12,FC_JPN_2,210142,37753
2019-08-12,FC_JPN_3,122315,24268
2019-08-12,FC_JPN_4,153701,18563
2019-08-12,FC_GBR_1,189782,21439
2019-08-12,FC_GBR_2,178173,30548
2019-08-12,FC_GBR_3,148314,16741
2019-08-12,FC_GBR_4,161083,20316
2019-08-12,FC_CAN_1,218902,38931
2019-08-12,FC_CAN_2,222302,41596
2019-08-12,FC_CAN_3,235511,36080
2019-08-12,FC_CAN_4,231259,25302
2019-08-12,FC_AUS_1,171870,23676
2019-08-12,FC_AUS_2,187250,27083
2019-08-12,FC_AUS_3,132894,23616
2019-08-12,FC_AUS_4,241934,35212
2019-08-12,FC_BRA_1,201118,23381
2019-08-12,FC_BRA_2,185360,31337
2019-08-12,FC_BRA_3,239403,37889
2019-08-12,FC_BRA_4,122222,20312
2019-08-12,FC_ZAF_1,165052,27524
2019-08-12,FC_ZAF_2,201100,35750
2019-08-12,FC_ZAF_3,120686,18211
2019-08-12,FC_ZAF_4,224212,25770
2019-08-19,FC_USA_1,219315,32939
2019-08-19,FC_USA_2,181007,26767
2019-08-19,FC_USA_3,128226,23058
2019-08-19,FC_USA_4,233327,36347
2019-08-19,FC_DEU_1,202598,36775
2019-08-19,FC_DEU_2,204629,26076
2019-08-19,FC_DEU_3,156965,31381
2019-08-19,FC_DEU_4,144905,26541
2019-08-19,FC_FRA_1,211395,28224
2019-08-19,FC_FRA_2,228700,24637
2019-08-19,FC_FRA_3,120765,15883
2019-08-19,FC_FRA_4,189571,32916
2019-08-19,FC_KOR_1,163048,19183
2019-08-19,FC_KOR_2,232678,27929
2019-08-19,FC_KOR_3,139424,26116
2019-08-19,FC_KOR_4,175212,17586
2019-08-19,FC_JPN_1,129653,24858
2019-08-19,FC_JPN_2,199815,33266
2019-08-19,FC_JPN_3,218099,41785
2019-08-19,FC_JPN_4,180581,25912
2019-08-19,FC_GBR_1,196922,32554
2019-08-19,FC_GBR_2,153449,23158
2019-08-19,FC_GBR_3,214795,24804
2019-08-19,FC_GBR_4,138192,24945
2019-08-19,FC_CAN_1,149822,19132
2019-08-19,FC_CAN_2,132416,16281
2019-08-19,FC_CAN_3,206748,37942
2019-08-19,FC_CAN_4,126970,20417
2019-08-19,FC_AUS_1,129039,25104
2019-08-19,FC_AUS_2,169913,22180
2019-08-19,FC_AUS_3,244330,36565
2019-08-19,FC_AUS_4,247191,29606
2019-08-19,FC_BRA_1,207463,37500
2019-08-19,FC_BRA_2,189419,34466
2019-08-19,FC_BRA_3,133621,22644
2019-08-19,FC_BRA_4,197217,28561
2019-08-19,FC_ZAF_1,234253,46117
2019-08-19,FC_ZAF_2,229290,38277
2019-08-19,FC_ZAF_3,158694,26555
2019-08-19,FC_ZAF_4,170462,19493
2019-08-26,FC_USA_1,161472,29835
2019-08-26,FC_USA_2,239034,39693
2019-08-26,FC_USA_3,231797,46251
2019-08-26,FC_USA_4,191246,27706
2019-08-26,FC_DEU_1,159514,24695
2019-08-26,FC_DEU_2,137483,15235
2019-08-26,FC_DEU_3,246936,32467
2019-08-26,FC_DEU_4,193685,32795
2019-08-26,FC_FRA_1,189561,23447
2019-08-26,FC_FRA_2,195866,27246
2019-08-26,FC_FRA_3,133734,15685
2019-08-26,FC_FRA_4,198140,24273
2019-08-26,FC_KOR_1,127131,24488
2019-08-26,FC_KOR_2,173059,33076
2019-08-26,FC_KOR_3,202424,30810
2019-08-26,FC_KOR_4,211419,28008
2019-08-26,FC_JPN_1,191219,33196
2019-08-26,FC_JPN_2,177651,30240
2019-08-26,FC_JPN_3,195505,33779
2019-08-26,FC_JPN_4,125435,20574
2019-08-26,FC_GBR_1,222480,32408
2019-08-26,FC_GBR_2,147066,26761
2019-08-26,FC_GBR_3,211242,34762
2019-08-26,FC_GBR_4,150693,16556
2019-08-26,FC_CAN_1,181850,28383
2019-08-26,FC_CAN_2,249630,49640
2019-08-26,FC_CAN_3,217356,25717
2019-08-26,FC_CAN_4,184638,26054
2019-08-26,FC_AUS_1,131516,22496
2019-08-26,FC_AUS_2,129518,18553
2019-08-26,FC_AUS_3,241884,45522
2019-08-26,FC_AUS_4,132327,21169
2019-08-26,FC_BRA_1,134826,13687
2019-08-26,FC_BRA_2,217866,35749
2019-08-26,FC_BRA_3,145007,14734
2019-08-26,FC_BRA_4,235806,46681
2019-08-26,FC_ZAF_1,126086,24212
2019-08-26,FC_ZAF_2,198090,21545
2019-08-26,FC_ZAF_3,180242,35199
2019-08-26,FC_ZAF_4,186644,30089
2019-09-02,FC_USA_1,189436,35834
2019-09-02,FC_USA_2,223174,40963
2019-09-02,FC_USA_3,205510,27464
2019-09-02,FC_USA_4,121180,15758
2019-09-02,FC_DEU_1,246784,42495
2019-09-02,FC_DEU_2,234079,44343
2019-09-02,FC_DEU_3,182197,29607
2019-09-02,FC_DEU_4,153363,16150
2019-09-02,FC_FRA_1,147765,26597
2019-09-02,FC_FRA_2,222331,37453
2019-09-02,FC_FRA_3,191720,20138
2019-09-02,FC_FRA_4,235895,25575
2019-09-02,FC_KOR_1,181832,33375
2019-09-02,FC_KOR_2,153130,22007
2019-09-02,FC_KOR_3,206330,40376
2019-09-02,FC_KOR_4,221927,39834
2019-09-02,FC_JPN_1,246212,30780
2019-09-02,FC_JPN_2,207992,24020
2019-09-02,FC_JPN_3,155560,18806
2019-09-02,FC_JPN_4,122895,16650
2019-09-02,FC_GBR_1,134277,17232
2019-09-02,FC_GBR_2,236749,47123
2019-09-02,FC_GBR_3,137847,24406
2019-09-02,FC_GBR_4,233725,31990
2019-09-02,FC_CAN_1,247590,42548
2019-09-02,FC_CAN_2,230538,40616
2019-09-02,FC_CAN_3,204232,22746
2019-09-02,FC_CAN_4,127639,19724
2019-09-02,FC_AUS_1,212961,28109
2019-09-02,FC_AUS_2,150208,29934
2019-09-02,FC_AUS_3,139619,22574
2019-09-02,FC_AUS_4,207935,31852
2019-09-02,FC_BRA_1,210638,38044
2019-09-02,FC_BRA_2,230467,42720
2019-09-02,FC_BRA_3,131884,17293
2019-09-02,FC_BRA_4,170117,33737
2019-09-02,FC_ZAF_1,121514,24277
2019-09-02,FC_ZAF_2,216907,40721
2019-09-02,FC_ZAF_3,235967,23929
2019-09-02,FC_ZAF_4,211266,25723
2019-09-09,FC_USA_1,247376,25411
2019-09-09,FC_USA_2,149572,15258
2019-09-09,FC_USA_3,202072,33357
2019-09-09,FC_USA_4,144228,21223
2019-09-09,FC_DEU_1,224121,33361
2019-09-09,FC_DEU_2,247101,31135
2019-09-09,FC_DEU_3,185496,26556
2019-09-09,FC_DEU_4,241596,47557
2019-09-09,FC_FRA_1,130076,13109
2019-09-09,FC_FRA_2,149732,19787
2019-09-09,FC_FRA_3,210073,29887
2019-09-09,FC_FRA_4,201896,24434
2019-09-09,FC_KOR_1,129149,16624
2019-09-09,FC_KOR_2,214624,21565
2019-09-09,FC_KOR_3,247317,24870
2019-09-09,FC_KOR_4,176732,30327
2019-09-09,FC_JPN_1,209491,27661
2019-09-09,FC_JPN_2,165668,32472
2019-09-09,FC_JPN_3,138223,14475
2019-09-09,FC_JPN_4,207873,26025
2019-09-09,FC_GBR_1,244606,29038
2019-09-09,FC_GBR_2,158082,25766
2019-09-09,FC_GBR_3,244902,35603
2019-09-09,FC_GBR_4,231045,31425
2019-09-09,FC_CAN_1,222192,23402
2019-09-09,FC_CAN_2,155121,25025
2019-09-09,FC_CAN_3,122490,23526
2019-09-09,FC_CAN_4,231353,33083
2019-09-09,FC_AUS_1,225690,42049
2019-09-09,FC_AUS_2,207728,30330
2019-09-09,FC_AUS_3,190057,34034
2019-09-09,FC_AUS_4,126227,14434
2019-09-09,FC_BRA_1,166322,19348
2019-09-09,FC_BRA_2,239051,30279
2019-09-09,FC_BRA_3,175063,22150
2019-09-09,FC_BRA_4,231046,45091
2019-09-09,FC_ZAF_1,155110,17584
2019-09-09,FC_ZAF_2,142626,17275
2019-09-09,FC_ZAF_3,231213,42752
2019-09-09,FC_ZAF_4,123401,15844
2019-09-16,FC_USA_1,228427,31944
2019-09-16,FC_USA_2,249209,35530
2019-09-16,FC_USA_3,211510,41795
2019-09-16,FC_USA_4,169679,27065
2019-09-16,FC_DEU_1,180355,30730
2019-09-16,FC_DEU_2,199297,35107
2019-09-16,FC_DEU_3,242941,45356
2019-09-16,FC_DEU_4,179969,24411
2019-09-16,FC_FRA_1,149414,15921
2019-09-16,FC_FRA_2,203241,37312
2019-09-16,FC_FRA_3,173242,23324
2019-09-16,FC_FRA_4,165918,21127
2019-09-16,FC_KOR_1,146753,20649
2019-09-16,FC_KOR_2,170915,17353
2019-09-16,FC_KOR_3,166606,30373
2019-09-16,FC_KOR_4,145788,19780
2019-09-16,FC_JPN_1,150314,23034
2019-09-16,FC_JPN_2,136293,15237
2019-09-16,FC_JPN_3,209933,23699
2019-09-16,FC_JPN_4,227715,28069
2019-09-16,FC_GBR_1,160868,26342
2019-09-16,FC_GBR_2,143582,20403
2019-09-16,FC_GBR_3,223053,30958
2019-09-16,FC_GBR_4,150203,15371
2019-09-16,FC_CAN_1,192814,30383
2019-09-16,FC_CAN_2,152890,17648
2019-09-16,FC_CAN_3,223339,27704
2019-09-16,FC_CAN_4,142304,14642
2019-09-16,FC_AUS_1,158754,26742
2019-09-16,FC_AUS_2,154127,16690
2019-09-16,FC_AUS_3,189210,29481
2019-09-16,FC_AUS_4,174621,31999
2019-09-16,FC_BRA_1,157276,27649
2019-09-16,FC_BRA_2,214142,29662
2019-09-16,FC_BRA_3,150342,18337
2019-09-16,FC_BRA_4,195517,32813
2019-09-16,FC_ZAF_1,175659,23256
2019-09-16,FC_ZAF_2,242851,48506
2019-09-16,FC_ZAF_3,185391,34699
2019-09-16,FC_ZAF_4,223684,30795
2019-09-23,FC_USA_1,245633,27009
2019-09-23,FC_USA_2,171063,31981
2019-09-23,FC_USA_3,138959,19657
2019-09-23,FC_USA_4,208570,24234
2019-09-23,FC_DEU_1,120000,21900
2019-09-23,FC_DEU_2,128330,18724
2019-09-23,FC_DEU_3,237792,42757
2019-09-23,FC_DEU_4,172575,28513
2019-09-23,FC_FRA_1,200398,36592
2019-09-23,FC_FRA_2,144296,23569
2019-09-23,FC_FRA_3,143959,14931
2019-09-23,FC_FRA_4,243378,36455
2019-09-23,FC_KOR_1,204687,30382
2019-09-23,FC_KOR_2,205365,27317
2019-09-23,FC_KOR_3,148765,23861
2019-09-23,FC_KOR_4,181533,33443
2019-09-23,FC_JPN_1,244850,40451
2019-09-23,FC_JPN_2,220627,42035
2019-09-23,FC_JPN_3,226699,44258
2019-09-23,FC_JPN_4,164597,27785
2019-09-23,FC_GBR_1,214501,29572
2019-09-23,FC_GBR_2,173290,26839
2019-09-23,FC_GBR_3,163999,21408
2019-09-23,FC_GBR_4,132974,23073
2019-09-23,FC_CAN_1,211175,22564
2019-09-23,FC_CAN_2,247230,26442
2019-09-23,FC_CAN_3,230546,30484
2019-09-23,FC_CAN_4,204450,28685
2019-09-23,FC_AUS_1,132899,22306
2019-09-23,FC_AUS_2,124025,21836
2019-09-23,FC_AUS_3,207736,28820
2019-09-23,FC_AUS_4,209914,21497
2019-09-23,FC_BRA_1,155386,15966
2019-09-23,FC_BRA_2,245544,36472
2019-09-23,FC_BRA_3,236886,34244
2019-09-23,FC_BRA_4,202143,23664
2019-09-23,FC_ZAF_1,170320,20028
2019-09-23,FC_ZAF_2,187285,36804
2019-09-23,FC_ZAF_3,120547,17941
2019-09-23,FC_ZAF_4,128936,25447
2019-09-30,FC_USA_1,142378,20262
2019-09-30,FC_USA_2,130187,15686
2019-09-30,FC_USA_3,244466,29891
2019-09-30,FC_USA_4,239945,38409
2019-09-30,FC_DEU_1,222397,23890
2019-09-30,FC_DEU_2,209721,36971
2019-09-30,FC_DEU_3,234549,24481
2019-09-30,FC_DEU_4,212373,40923
2019-09-30,FC_FRA_1,193650,23102
2019-09-30,FC_FRA_2,124506,19415
2019-09-30,FC_FRA_3,163758,21770
2019-09-30,FC_FRA_4,242012,45415
2019-09-30,FC_KOR_1,167702,22518
2019-09-30,FC_KOR_2,184047,26032
2019-09-30,FC_KOR_3,156169,27860
2019-09-30,FC_KOR_4,137017,22346
2019-09-30,FC_JPN_1,142150,21623
2019-09-30,FC_JPN_2,123780,22017
2019-09-30,FC_JPN_3,242396,31474
2019-09-30,FC_JPN_4,178055,21839
2019-09-30,FC_GBR_1,245174,44731
2019-09-30,FC_GBR_2,245628,35445
2019-09-30,FC_GBR_3,160600,16813
2019-09-30,FC_GBR_4,139056,22343
2019-09-30,FC_CAN_1,187131,28409
2019-09-30,FC_CAN_2,142773,24627
2019-09-30,FC_CAN_3,162654,28705
2019-09-30,FC_CAN_4,183159,18656
2019-09-30,FC_AUS_1,231572,33123
2019-09-30,FC_AUS_2,208105,27733
2019-09-30,FC_AUS_3,249528,38071
2019-09-30,FC_AUS_4,155194,27662
2019-09-30,FC_BRA_1,213796,32095
2019-09-30,FC_BRA_2,181753,21837
2019-09-30,FC_BRA_3,210546,22202
2019-09-30,FC_BRA_4,153963,25199
2019-09-30,FC_ZAF_1,176043,28461
2019-09-30,FC_ZAF_2,122001,22747
2019-09-30,FC_ZAF_3,211997,21258
2019-09-30,FC_ZAF_4,246796,46800
2019-10-07,FC_USA_1,156170,28081
2019-10-07,FC_USA_2,125530,22964
2019-10-07,FC_USA_3,166382,21628
2019-10-07,FC_USA_4,216883,41478
2019-10-07,FC_DEU_1,149231,20160
2019-10-07,FC_DEU_2,166820,32033
2019-10-07,FC_DEU_3,127254,20141
2019-10-07,FC_DEU_4,133548,21512
2019-10-07,FC_FRA_1,163722,29581
2019-10-07,FC_FRA_2,187910,26081
2019-10-07,FC_FRA_3,235554,36594
2019-10-07,FC_FRA_4,151004,20390
2019-10-07,FC_KOR_1,189331,28986
2019-10-07,FC_KOR_2,129541,13147
2019-10-07,FC_KOR_3,146379,18921
2019-10-07,FC_KOR_4,186573,21570
2019-10-07,FC_JPN_1,192187,37576
2019-10-07,FC_JPN_2,221347,28404
2019-10-07,FC_JPN_3,241785,44892
2019-10-07,FC_JPN_4,181496,29052
2019-10-07,FC_GBR_1,215751,31755
2019-10-07,FC_GBR_2,230281,42923
2019-10-07,FC_GBR_3,224187,35303
2019-10-07,FC_GBR_4,156170,28767
2019-10-07,FC_CAN_1,176214,24371
2019-10-07,FC_CAN_2,124498,16542
2019-10-07,FC_CAN_3,143381,20286
2019-10-07,FC_CAN_4,181538,23076
2019-10-07,FC_AUS_1,219289,34520
2019-10-07,FC_AUS_2,165181,25143
2019-10-07,FC_AUS_3,238875,33155
2019-10-07,FC_AUS_4,247072,31810
2019-10-07,FC_BRA_1,148506,26122
2019-10-07,FC_BRA_2,173987,21000
2019-10-07,FC_BRA_3,180850,32448
2019-10-07,FC_BRA_4,214756,42469
2019-10-07,FC_ZAF_1,241750,39040
2019-10-07,FC_ZAF_2,151548,26630
2019-10-07,FC_ZAF_3,230199,37740
2019-10-07,FC_ZAF_4,122607,19140
2019-10-14,FC_USA_1,197614,21485
2019-10-14,FC_USA_2,237994,35304
2019-10-14,FC_USA_3,212363,26728
2019-10-14,FC_USA_4,148183,19982
2019-10-14,FC_DEU_1,147848,23368
2019-10-14,FC_DEU_2,173790,22682
2019-10-14,FC_DEU_3,142482,21323
2019-10-14,FC_DEU_4,225837,35351
2019-10-14,FC_FRA_1,179934,23693
2019-10-14,FC_FRA_2,176753,23237
2019-10-14,FC_FRA_3,158016,23953
2019-10-14,FC_FRA_4,182961,22399
2019-10-14,FC_KOR_1,134656,20621
2019-10-14,FC_KOR_2,209020,28877
2019-10-14,FC_KOR_3,167191,17611
2019-10-14,FC_KOR_4,221528,33642
2019-10-14,FC_JPN_1,127889,21315
2019-10-14,FC_JPN_2,191627,19771
2019-10-14,FC_JPN_3,146506,18425
2019-10-14,FC_JPN_4,142078,17771
2019-10-14,FC_GBR_1,145790,19813
2019-10-14,FC_GBR_2,138001,14988
2019-10-14,FC_GBR_3,216941,22981
2019-10-14,FC_GBR_4,192602,25329
2019-10-14,FC_CAN_1,224884,42361
2019-10-14,FC_CAN_2,152286,27174
2019-10-14,FC_CAN_3,223508,26767
2019-10-14,FC_CAN_4,155879,22670
